JAMB_Score,Study_Hours,Attendance_Rate,Teacher_Quality,Distance_To_School,Student_ID,Age,Gender,Assignments_Completed
189,32,75,3,0,1393,16,1,5
182,20,86,3,10.5,1394,16,1,1
200,23,87,3,11,1395,22,2,1
198,26,84,3,10.1,1396,18,1,2
234,35,92,3,9.8,1397,22,1,3
183,5,85,3,13.8,1398,20,1,1
212,28,88,1,15.5,1399,19,2,3
148,15,77,4,7.7,1400,17,1,1
257,28,99,1,3.7,1401,15,1,3
282,38,87,2,0,1402,17,1,1
184,10,72,2,12.1,1403,22,2,1
163,9,76,3,11.9,1404,17,1,1
153,0,80,1,14.2,1405,19,1,1
108,9,90,2,4.9,1406,15,2,1
148,29,82,3,6.1,1407,18,1,2
187,20,83,4,14.3,1408,22,2,2
158,6,71,2,14.8,1409,19,2,1
140,12,90,2,5.5,1410,22,1,1
260,13,83,2,7.1,1411,16,2,3
260,17,89,3,5.2,1412,22,1,1
245,29,100,2,13.7,1413,15,2,1
239,14,93,2,18.9,1414,16,1,1
175,30,69,3,14.4,1415,15,1,1
160,18,67,3,6.6,1416,16,1,1
111,15,80,3,0,1417,22,2,1
132,14,70,2,12.6,1418,22,1,1
191,28,92,3,0,1419,19,1,2
107,21,80,3,6.5,1420,20,2,2
145,20,84,1,17.4,1421,15,1,1
244,31,82,2,8.1,1422,21,2,3
148,15,99,2,5.8,1423,18,1,1
181,25,100,3,20,1424,19,1,3
203,19,83,2,6.4,1425,15,1,1
135,16,85,3,4.4,1426,21,2,1
118,12,82,4,8.6,1427,21,2,1
139,13,80,2,10.7,1428,16,1,1
196,15,78,3,10.6,1429,17,1,2
114,19,70,3,11.8,1430,20,2,2
101,25,69,1,16.8,1431,15,2,3
173,30,88,3,13.5,1432,21,2,2
174,8,79,3,12.1,1433,20,1,1
113,26,56,1,10.1,1434,19,1,2
172,17,88,1,12.9,1435,16,2,1
127,21,81,2,14.9,1436,19,1,2
205,14,99,3,5.8,1437,16,2,1
201,23,90,2,7.8,1438,22,2,1
102,16,66,4,13.5,1439,19,2,1
139,3,61,2,7.8,1440,15,2,1
140,22,75,1,12.7,1441,20,2,4
134,28,76,2,10.1,1442,15,2,2
154,16,92,3,5.2,1443,20,2,1
189,33,85,3,12.9,1444,15,1,3
161,17,94,3,16.1,1445,21,1,2
194,29,73,2,10.5,1446,21,1,2
123,0,90,4,17.5,1447,16,1,1
127,38,88,3,11.9,1448,18,2,3
117,28,62,3,12,1449,21,2,4
144,15,95,3,20,1450,21,1,2
237,7,89,4,6.6,1451,19,1,1
159,21,87,2,11.1,1452,22,2,1
231,11,80,2,3.3,1453,22,2,1
127,20,93,3,9.4,1454,18,2,1
140,20,71,4,6.6,1455,18,1,2
174,11,92,1,3.9,1456,22,1,1
156,28,91,3,10.9,1457,18,1,2
282,36,82,3,8.8,1458,17,2,3
133,25,100,2,18.5,1459,20,2,2
236,25,90,3,3,1460,20,2,3
136,4,88,3,11.1,1461,22,2,1
164,28,69,3,15.2,1462,19,2,4
118,12,100,2,6.8,1463,17,1,2
267,15,79,4,20,1464,19,2,1
142,29,92,2,12.5,1465,17,2,2
190,40,76,3,5.2,1466,21,2,1
148,17,77,4,12.5,1467,21,1,1
204,40,94,1,13.3,1468,19,2,3
147,18,92,3,12.4,1469,15,1,1
211,19,75,1,19.9,1470,18,2,2
130,10,92,3,6.8,1471,21,1,1
149,32,93,2,10.9,1472,20,2,1
187,14,76,1,11.2,1473,21,2,1
174,26,99,3,11.4,1474,16,1,1
225,19,74,3,9.4,1475,22,2,1
292,25,86,2,5.4,1476,18,1,2
150,27,87,1,10.5,1477,22,1,3
264,24,82,3,16,1478,21,2,3
141,13,85,1,7.4,1479,21,1,2
136,27,84,1,7.8,1480,20,2,1
134,31,80,2,9.4,1481,20,2,2
167,25,92,2,4.6,1482,19,1,2
172,13,82,3,9.9,1483,16,2,2
176,15,87,4,4.3,1484,18,1,1
116,15,92,2,3.4,1485,21,1,1
121,18,88,2,7.6,1486,19,2,3
136,7,89,4,14.2,1487,21,2,1
112,21,70,1,11.3,1488,22,1,3
185,21,90,4,3.5,1489,22,2,2
222,8,79,4,17.1,1490,18,1,1
141,8,70,3,12.3,1491,19,2,1
150,13,82,4,12,1492,17,2,2
220,23,79,3,13.9,1493,20,2,1
120,32,88,2,6.1,1494,21,1,2
167,21,92,3,8.1,1495,17,2,1
191,13,67,4,13.4,1496,15,1,2
198,24,78,4,6.6,1497,16,2,3
233,21,74,3,10.2,1498,20,1,1
150,21,78,2,14.8,1499,21,2,1
198,27,90,3,13.4,1500,22,1,2
185,31,83,3,7.6,1501,17,1,2
118,15,75,3,5.8,1502,19,1,2
220,38,99,2,12,1503,18,2,5
204,30,64,3,6.9,1504,15,1,2
135,10,94,1,2.3,1505,22,1,2
163,39,78,3,16.5,1506,18,2,2
197,24,85,2,7.9,1507,18,2,3
144,10,77,3,6.1,1508,16,1,2
120,30,96,1,11.1,1509,18,1,1
191,40,74,4,3.5,1510,16,1,2
219,23,87,3,0,1511,19,2,2
111,10,85,1,8.9,1512,18,2,2
118,13,66,3,11.8,1513,18,1,1
151,24,74,2,5.2,1514,18,1,3
154,29,82,3,5.9,1515,19,1,3
174,25,76,2,20,1516,17,1,1
223,25,80,1,9.5,1517,17,2,2
126,29,78,1,12.5,1518,19,2,3
180,17,91,2,7.9,1519,15,2,1
177,29,81,4,10.9,1520,15,1,2
191,18,96,3,10.2,1521,21,2,2
103,18,70,4,15.2,1522,16,1,1
134,15,70,4,6.7,1523,19,1,1
208,22,100,2,1.2,1524,21,1,1
244,22,82,3,13.6,1525,20,1,2
196,34,73,2,16.9,1526,22,1,2
118,8,64,2,10.5,1527,22,2,1
166,12,94,1,10.2,1528,15,1,1
112,34,77,2,4.7,1529,16,2,4
160,27,81,1,16.4,1530,21,1,3
179,0,83,2,12.7,1531,22,2,1
121,10,91,4,20,1532,18,2,1
142,0,81,2,3.3,1533,21,1,1
109,6,100,2,9.4,1534,22,1,1
220,0,88,4,11.9,1535,18,2,1
165,18,94,3,16.8,1536,15,1,1
134,6,89,3,16.7,1537,20,1,1
229,25,87,2,7.3,1538,16,1,3
268,13,85,3,14.6,1539,16,2,1
225,25,91,2,8.9,1540,20,2,3
170,15,89,3,0,1541,17,2,2
366,40,91,2,9.7,1542,20,1,3
124,28,83,3,15.4,1543,15,2,2
114,22,92,1,8.7,1544,17,2,2
239,22,100,4,15.6,1545,19,1,2
159,36,91,2,1.4,1546,22,1,4
100,0,97,1,3.6,1547,16,2,1
165,6,78,3,10.9,1548,20,2,1
222,23,94,4,14.1,1549,17,1,2
145,38,95,2,12.5,1550,16,1,4
203,20,78,3,11.2,1551,19,1,1
174,18,80,1,8,1552,17,2,1
102,1,96,1,5.4,1553,20,1,1
176,28,75,4,15.3,1554,19,2,2
133,25,69,2,5.3,1555,22,2,3
268,35,100,1,5.8,1556,16,2,4
115,9,92,1,13.2,1557,16,1,1
116,8,85,1,16.2,1558,20,2,1
115,3,80,2,10,1559,18,2,1
165,20,80,2,15.5,1560,16,2,1
212,13,89,3,4.3,1561,18,2,1
130,5,97,2,16.2,1562,19,1,1
238,21,91,4,6.5,1563,21,2,1
186,16,100,3,10.3,1564,15,1,1
154,13,75,3,13.1,1565,19,2,1
192,25,85,4,10.3,1566,21,1,3
138,17,78,2,4.9,1567,21,2,1
240,22,78,2,15.4,1568,20,2,2
212,24,85,4,11.7,1569,18,1,1
152,9,87,2,14.1,1570,20,1,1
124,16,86,2,10.7,1571,15,2,1
216,24,100,2,13,1572,18,1,2
131,2,86,2,19.5,1573,16,2,1
109,23,91,3,16.1,1574,21,2,3
153,10,84,3,1.8,1575,21,2,1
231,25,100,4,8.1,1576,20,2,2
149,28,100,3,9.2,1577,18,1,3
152,26,88,3,11.7,1578,15,1,2
121,15,72,2,10.8,1579,18,1,2
103,10,75,2,13,1580,20,2,3
222,32,90,4,6.8,1581,17,1,2
111,20,85,2,10.2,1582,17,1,1
177,14,91,3,15.9,1583,19,1,1
197,14,90,2,8.4,1584,21,1,3
175,1,84,2,20,1585,19,2,1
156,19,77,2,8.1,1586,15,2,2
367,35,100,3,15.1,1587,18,2,4
185,31,100,3,10.4,1588,22,1,1
186,24,95,1,16,1589,16,1,3
107,26,85,2,10.7,1590,20,1,2
343,27,100,4,5.2,1591,15,1,2
128,26,78,1,2.8,1592,20,2,2
164,14,79,2,18,1593,21,1,1
208,29,79,3,4.6,1594,15,2,2
143,4,81,3,9.7,1595,15,2,1
181,22,81,2,12.2,1596,20,1,2
112,0,92,3,6.8,1597,22,2,1
169,17,79,2,11.2,1598,19,1,1
175,24,77,3,6.3,1599,15,1,1
116,10,99,2,15.7,1600,22,2,1
189,11,81,3,13.1,1601,18,1,1
159,26,85,2,5.3,1602,15,2,2
154,17,87,2,2.6,1603,16,1,2
322,27,83,3,8.6,1604,15,1,1
242,26,100,3,20,1605,19,1,3
132,40,88,4,11.5,1606,19,2,1
210,33,100,3,9.4,1607,16,1,3
146,28,76,1,11.5,1608,22,2,3
172,23,85,2,8.3,1609,15,2,2
218,25,87,3,12,1610,22,2,3
136,0,84,1,6.1,1611,15,1,1
236,19,74,2,15.3,1612,20,2,1
127,11,82,3,4.2,1613,15,1,2
198,5,72,2,1.8,1614,19,2,1
117,4,84,3,15.3,1615,22,2,1
198,4,66,4,14.4,1616,15,1,1
170,19,66,2,7.9,1617,19,2,1
181,28,92,2,16,1618,19,2,4
199,32,81,2,12.2,1619,18,1,3
115,18,71,1,5,1620,17,1,2
137,8,94,2,6.6,1621,22,2,1
155,0,86,2,0.1,1622,19,2,1
199,6,94,3,8.8,1623,17,2,1
144,6,81,4,13.4,1624,18,2,1
258,18,100,4,8.8,1625,22,1,2
206,21,81,3,10.4,1626,17,2,1
202,13,100,1,10.4,1627,17,1,1
143,20,82,3,10.4,1628,21,2,1
153,16,67,4,15,1629,21,1,1
235,25,93,1,7.9,1630,16,2,2
242,36,92,4,16.5,1631,16,1,3
156,7,73,2,13.8,1632,20,2,1
153,22,74,2,10.8,1633,17,2,3
143,17,82,3,20,1634,19,1,3
209,19,90,4,5.7,1635,15,2,1
286,37,68,4,19.3,1636,15,1,2
101,21,90,2,7.4,1637,18,2,3
285,20,87,2,15.4,1638,19,2,1
134,15,69,2,12.5,1639,20,2,1
116,17,90,3,8,1640,17,1,1
123,13,81,2,0,1641,22,2,1
124,21,93,2,9.9,1642,16,2,1
159,21,88,5,20,1643,15,1,3
164,35,84,3,5.2,1644,17,2,2
127,2,80,3,11.7,1645,15,1,1
216,22,91,1,9.2,1646,16,2,1
157,10,79,2,7.3,1647,16,2,1
152,23,75,2,20,1648,20,1,1
246,11,95,2,9.2,1649,19,2,1
133,19,80,4,12.5,1650,17,1,4
206,17,87,4,3.4,1651,17,1,1
274,21,100,3,5.2,1652,18,1,1
157,5,82,4,18.5,1653,18,2,1
211,18,87,3,3.1,1654,22,2,2
342,40,89,5,5.9,1655,16,1,5
176,20,88,3,17.9,1656,21,1,1
150,23,86,3,10,1657,19,2,3
260,40,98,4,3.8,1658,17,2,3
186,23,80,4,16.1,1659,19,1,3
171,14,80,3,3,1660,22,2,2
203,26,94,3,17.4,1661,16,1,1
128,11,84,3,14.5,1662,16,1,1
233,20,79,2,14.2,1663,18,2,1
176,6,97,3,2.9,1664,20,1,1
186,29,69,2,12.4,1665,18,1,2
103,10,87,1,16.7,1666,17,1,1
108,16,68,2,8.4,1667,19,1,2
231,15,100,4,6,1668,16,1,1
174,24,70,3,6.6,1669,18,2,1
127,9,92,2,11.9,1670,19,2,2
116,13,80,4,9.3,1671,22,2,2
243,33,85,2,12.6,1672,16,2,4
156,25,85,1,1.6,1673,19,2,2
109,14,86,1,4.8,1674,20,1,1
182,4,76,1,4.4,1675,15,2,1
207,40,79,3,5.6,1676,15,2,3
194,37,92,2,7.1,1677,18,2,2
164,25,67,3,16.5,1678,15,1,2
151,11,77,4,7,1679,21,2,1
153,17,100,1,9.6,1680,16,2,1
146,12,73,3,3.8,1681,18,2,1
245,37,100,3,5.1,1682,19,2,3
248,28,83,2,6.4,1683,17,2,3
183,13,90,4,18.5,1684,21,1,2
174,15,90,2,10.4,1685,21,1,2
282,39,100,3,11.7,1686,22,2,5
126,30,79,4,9.2,1687,15,1,2
195,35,100,3,11.9,1688,15,2,1
120,22,75,3,12,1689,21,2,2
105,12,82,3,8.4,1690,18,1,1
221,0,90,2,11.7,1691,16,2,1
177,23,74,4,9.3,1692,15,2,1
112,14,78,2,18.4,1693,19,2,1
102,15,81,2,15,1694,16,1,2
228,25,84,3,6,1695,15,1,1
132,4,100,2,16.7,1696,20,2,1
210,28,79,3,3.2,1697,20,2,3
110,20,91,2,5.7,1698,15,2,1
169,25,92,2,11.4,1699,21,2,4
203,31,86,3,0,1700,19,2,2
147,23,74,2,3.9,1701,21,1,1
158,15,76,2,15,1702,15,1,2
175,19,79,3,6.2,1703,22,1,1
224,25,70,3,9.1,1704,21,2,3
186,22,76,3,13.8,1705,16,2,1
217,32,73,2,15,1706,17,1,3
103,20,93,3,5.7,1707,17,2,1
128,35,87,2,13.5,1708,15,1,1
197,40,93,2,10.3,1709,18,2,4
142,18,88,1,15,1710,16,1,2
165,0,85,3,13.9,1711,22,2,1
107,25,94,2,11.4,1712,17,1,1
207,17,81,3,7.6,1713,22,2,1
199,14,87,4,20,1714,18,1,1
200,18,93,2,9.6,1715,22,1,2
180,16,72,1,13.7,1716,17,2,1
223,29,100,3,2.3,1717,18,2,2
192,7,86,3,0,1718,22,1,2
108,4,82,2,12.5,1719,15,2,2
135,19,94,4,19.2,1720,20,2,3
127,21,90,1,9.9,1721,21,1,2
242,31,89,4,10.3,1722,22,2,2
291,22,93,4,0,1723,18,1,4
165,10,69,3,1.6,1724,15,1,2
147,13,77,1,5.9,1725,20,2,2
236,27,93,4,12.3,1726,21,1,2
228,38,92,2,5.9,1727,18,1,2
112,0,92,2,9.3,1728,21,2,1
308,29,92,3,7.3,1729,18,2,2
226,12,74,3,17.4,1730,22,1,1
100,0,90,3,5.4,1731,21,2,1
278,37,100,4,8.3,1732,21,2,4
166,24,92,3,10.6,1733,18,1,1
193,25,84,3,12.9,1734,21,1,2
190,29,95,3,13.9,1735,16,2,4
216,19,100,2,7.9,1736,17,1,4
192,17,87,2,18.7,1737,21,1,1
190,40,73,3,5.8,1738,21,1,3
164,17,78,3,15.5,1739,21,1,1
225,30,93,3,20,1740,18,1,2
186,21,70,2,0.5,1741,15,2,2
174,3,86,3,14.4,1742,18,1,1
104,0,84,1,14.4,1743,22,2,1
266,22,100,4,3.2,1744,16,1,1
244,35,100,3,0,1745,22,2,4
203,29,94,4,17.5,1746,22,2,3
110,23,60,1,15.6,1747,16,1,2
120,6,90,4,15.1,1748,20,2,2
125,30,88,2,5.7,1749,21,2,3
159,10,86,2,1.8,1750,22,1,3
170,21,68,3,15.6,1751,16,2,3
104,14,73,1,3.5,1752,18,2,1
103,12,69,2,14.4,1753,18,1,2
183,32,66,2,8.2,1754,18,1,4
192,15,85,2,16.3,1755,21,1,1
247,13,81,3,9.8,1756,17,2,1
145,17,100,1,10.9,1757,18,2,1
226,20,86,2,11,1758,19,1,2
214,40,99,1,7.6,1759,22,2,5
100,20,65,2,15.9,1760,21,1,1
123,12,76,3,15.1,1761,16,2,1
162,9,84,2,7.9,1762,18,1,1
197,4,77,2,2.9,1763,21,1,1
123,6,77,2,10.7,1764,20,2,1
166,20,82,2,7.5,1765,17,1,2
148,30,80,4,6.4,1766,15,2,2
122,25,99,2,6.3,1767,21,1,3
194,23,89,3,14.6,1768,22,1,3
240,22,93,4,13.2,1769,16,1,4
359,37,100,5,11.5,1770,18,2,5
156,13,89,3,0.3,1771,18,1,1
106,29,79,2,8.1,1772,15,1,2
220,22,84,5,7.1,1773,17,2,1
102,13,81,2,8.9,1774,19,2,1
185,0,96,2,16.6,1775,21,2,1
191,19,96,2,0,1776,15,2,2
135,24,80,1,8,1777,17,1,1
168,9,91,3,6.4,1778,20,2,1
157,11,81,1,19.2,1779,22,1,1
161,26,84,2,6.1,1780,17,1,2
126,2,77,2,12.3,1781,20,1,1
247,35,87,5,16,1782,21,2,3
199,17,99,1,14.6,1783,21,2,2
121,12,82,1,17,1784,18,2,1
120,5,82,2,17.1,1785,22,2,1
215,26,73,3,9.2,1786,20,1,3
230,40,85,2,11.4,1787,18,2,4
131,23,79,2,8.7,1788,22,2,3
208,15,79,2,1.1,1789,16,1,3
231,35,88,3,10,1790,18,1,3
266,24,86,1,20,1791,20,2,2
151,30,84,2,11.5,1792,20,1,3
120,22,82,2,4.5,1793,18,1,1
164,0,75,3,10.5,1794,17,1,1
150,8,79,4,2.4,1795,18,1,1
187,29,86,2,7.5,1796,18,1,1
214,24,98,4,19,1797,21,1,1
169,10,86,2,9.5,1798,22,1,1
122,10,75,1,9,1799,18,2,1
216,6,91,4,4,1800,21,2,1
290,28,100,4,0,1801,20,1,4
212,40,95,3,4.9,1802,21,2,4
219,31,92,3,7.2,1803,21,1,4
102,33,87,2,7.3,1804,19,1,2
248,34,100,3,10,1805,19,2,5
146,27,93,1,17.8,1806,16,1,1
163,37,89,2,9.9,1807,22,1,4
166,22,94,3,8.2,1808,20,2,2
199,20,76,3,15.9,1809,22,2,3
167,28,70,3,3.3,1810,15,1,2
182,33,86,3,4.8,1811,21,2,4
134,12,82,1,17.4,1812,17,1,1
282,22,86,2,1.8,1813,16,1,1
160,20,91,2,11.7,1814,17,2,2
223,31,70,2,13.4,1815,21,1,3
182,27,80,3,4.4,1816,15,1,1
196,8,81,2,10,1817,15,1,1
182,38,69,2,0.2,1818,20,1,2
168,13,98,3,14.4,1819,22,1,1
105,11,67,2,19.6,1820,16,1,2
247,17,83,2,10.6,1821,19,1,2
198,40,94,3,5.7,1822,21,2,5
179,22,91,4,14.7,1823,22,2,1
209,15,76,3,16.4,1824,19,2,1
194,29,92,3,8.6,1825,19,2,2
122,22,84,1,18,1826,18,2,2
121,13,100,3,9,1827,18,1,2
171,27,88,5,11.8,1828,16,2,2
202,14,85,2,7.2,1829,18,2,1
182,16,77,1,17,1830,22,1,1
179,2,78,3,3.3,1831,17,2,1
232,12,80,4,10.3,1832,16,2,2
152,34,96,2,6.3,1833,22,2,3
126,30,81,1,5.6,1834,16,2,3
105,14,85,2,16.6,1835,22,1,1
156,33,98,3,5.7,1836,15,1,2
168,18,62,2,17.3,1837,15,1,1
232,22,100,3,16.4,1838,16,1,2
247,26,89,4,0,1839,19,1,2
185,19,89,3,4.2,1840,15,1,1
165,17,76,2,0,1841,18,1,2
238,35,81,4,11.2,1842,21,1,3
112,16,85,1,10.1,1843,22,1,2
106,20,100,1,8,1844,21,2,1
113,24,90,2,10.7,1845,16,1,2
153,21,95,2,14,1846,17,2,1
119,6,79,1,15.2,1847,16,1,1
217,11,81,4,8.4,1848,17,1,2
156,19,76,4,15.6,1849,15,1,2
278,27,86,3,14.5,1850,19,2,2
165,20,64,3,8.1,1851,20,2,1
168,19,77,2,10.5,1852,17,2,2
140,40,77,3,5.6,1853,19,1,2
189,9,84,4,12,1854,20,2,1
148,0,84,1,13.2,1855,17,1,1
175,23,88,3,7.8,1856,19,2,1
202,18,86,1,13.8,1857,22,2,2
224,27,82,4,12.8,1858,17,1,3
101,19,61,2,13.9,1859,16,1,2
173,31,79,2,11.1,1860,22,1,3
125,2,72,2,1.5,1861,22,2,1
138,12,86,2,17.4,1862,20,2,1
246,29,97,3,2.6,1863,22,2,2
190,28,94,4,6,1864,16,2,1
119,35,88,1,2.6,1865,15,2,3
183,29,84,4,0,1866,16,1,3
201,21,81,4,2.4,1867,22,1,2
233,16,81,2,4.6,1868,22,1,2
105,9,66,2,17.4,1869,21,1,1
209,17,96,4,15.7,1870,18,2,1
195,27,84,4,7.9,1871,15,2,2
158,21,71,2,18.8,1872,16,2,1
201,10,78,3,6.5,1873,16,1,1
164,15,75,5,20,1874,18,1,1
224,32,88,3,3.6,1875,19,2,4
214,26,97,2,11.2,1876,16,2,3
247,31,86,3,8.6,1877,17,2,3
271,31,69,3,12.8,1878,19,2,2
129,31,80,2,20,1879,17,2,2
127,18,80,3,4.2,1880,21,1,1
144,14,80,1,3.5,1881,20,2,1
148,9,77,2,12.1,1882,19,1,1
182,23,87,3,6.5,1883,22,2,3
135,0,82,1,12.4,1884,20,2,1
145,15,82,3,8.8,1885,17,2,1
231,22,92,1,5.5,1886,16,1,3
237,12,84,1,6.5,1887,20,1,2
249,17,84,2,2.3,1888,17,2,1
149,25,96,3,7.6,1889,16,1,3
220,25,92,4,9.3,1890,18,2,1
127,17,89,2,14.4,1891,17,1,1
103,16,91,2,13.2,1892,15,1,1
172,20,89,3,5.9,1893,21,1,2
118,26,90,1,18.3,1894,22,2,2
116,16,66,2,5,1895,15,1,1
140,4,84,1,11.8,1896,17,2,1
219,38,85,3,13.7,1897,21,2,2
238,28,100,3,14.9,1898,16,1,2
222,18,96,2,6,1899,19,2,1
246,14,83,3,9.3,1900,18,2,1
282,32,95,3,0.7,1901,22,2,3
204,21,88,4,16.1,1902,17,1,2
233,39,92,1,12.3,1903,20,1,4
249,23,79,3,9.6,1904,18,2,2
157,11,87,2,14,1905,16,2,1
115,23,78,3,10.6,1906,15,1,3
247,34,92,4,7.6,1907,16,2,2
181,22,78,3,7.4,1908,16,1,3
118,21,75,1,2.9,1909,17,2,2
162,18,95,3,16.8,1910,18,1,4
145,19,73,1,8.6,1911,19,2,1
164,29,74,1,13.4,1912,18,2,2
226,30,87,2,7.2,1913,19,2,2
150,16,75,2,8,1914,15,1,1
180,32,76,3,15,1915,18,2,3
105,0,81,1,15.3,1916,19,1,1
138,35,68,4,7.8,1917,18,1,4
227,9,78,3,9.3,1918,16,1,1
136,11,100,1,11.5,1919,15,2,2
155,18,87,2,6.8,1920,18,2,1
101,12,73,3,7,1921,20,1,2
159,27,87,3,12.9,1922,16,2,2
139,7,87,3,14.7,1923,20,1,1
136,19,91,1,16.8,1924,16,2,1
117,10,80,2,10.4,1925,15,2,2
121,18,90,1,17.8,1926,18,2,3
157,18,64,4,9.7,1927,22,1,2
253,27,79,4,2.9,1928,20,1,4
106,9,82,5,12.5,1929,17,1,1
223,19,90,2,12.2,1930,21,1,4
178,23,76,2,0,1931,21,1,2
202,30,89,3,2,1932,17,1,2
100,8,74,3,14.7,1933,20,1,1
184,13,82,2,9.2,1934,21,2,1
204,28,96,3,8,1935,17,2,1
191,21,94,3,8.8,1936,16,1,1
170,27,75,3,0.8,1937,18,2,2
146,9,73,2,9.8,1938,22,2,1
134,0,78,2,9.2,1939,19,2,1
100,9,79,2,7.3,1940,18,2,1
159,11,77,2,4.1,1941,15,2,1
122,15,91,3,5.8,1942,19,1,2
223,18,91,4,6.7,1943,15,1,2
154,25,87,2,18.2,1944,22,1,1
231,22,76,2,11.9,1945,20,2,2
148,19,94,2,6.1,1946,20,2,3
138,18,55,2,9.1,1947,18,1,2
248,27,97,2,5,1948,15,1,3
208,22,95,3,0,1949,21,1,3
244,30,85,4,15.2,1950,16,2,2
121,8,93,1,4.7,1951,17,1,1
104,26,79,3,12.4,1952,21,2,3
180,18,85,2,5.1,1953,21,2,2
179,8,88,3,10.1,1954,18,2,1
156,20,100,2,0,1955,19,2,1
258,19,100,4,8.4,1956,22,2,1
236,31,95,4,12.6,1957,19,1,3
131,36,73,3,8.3,1958,15,1,3
122,8,82,3,8.9,1959,17,2,1
184,23,77,2,4.1,1960,21,2,3
105,0,88,1,8.4,1961,20,2,1
193,25,87,3,0,1962,18,2,2
232,16,77,2,9.9,1963,16,1,1
131,10,82,4,11,1964,15,1,1
177,10,76,2,13,1965,18,1,1
246,32,90,3,8.8,1966,18,2,3
235,34,80,5,8.1,1967,20,1,2
241,25,89,2,7.8,1968,22,1,4
177,12,92,3,9.6,1969,17,1,1
246,40,88,4,12.3,1970,21,2,4
118,8,77,3,15.1,1971,21,1,1
127,0,83,2,12.4,1972,19,2,1
108,18,87,2,4.9,1973,20,1,2
161,8,73,2,3.2,1974,17,2,1
166,28,86,4,10.5,1975,15,2,2
146,14,95,2,15.1,1976,15,2,2
128,21,87,2,10.9,1977,20,1,3
112,27,81,2,0,1978,17,2,1
133,5,88,3,5.3,1979,18,1,1
296,25,96,3,5.9,1980,19,1,4
248,25,96,2,4.3,1981,22,2,2
160,32,64,1,2.3,1982,15,2,3
187,15,70,1,15.7,1983,17,2,2
170,14,94,2,12,1984,15,1,1
225,28,73,4,12.1,1985,19,2,3
106,9,84,3,7.7,1986,20,2,1
152,19,80,3,9.4,1987,16,2,1
161,4,74,3,6.3,1988,22,1,1
124,35,84,2,13.1,1989,16,1,5
102,1,82,3,3.7,1990,20,2,1
131,13,100,2,10.8,1991,18,1,1
115,14,75,4,7.1,1992,18,1,3
277,40,100,3,2.8,1993,16,1,5
155,6,86,4,4.5,1994,21,2,1
185,38,79,3,8,1995,19,2,3
150,24,90,3,6.1,1996,17,1,2
206,26,92,1,0.7,1997,17,2,3
182,11,85,3,7.3,1998,20,1,1
140,22,85,2,14.1,1999,21,1,4
102,7,74,2,7.8,2000,19,2,1
295,40,84,2,8.9,2001,17,1,2
117,6,88,2,20,2002,18,1,1
147,16,80,2,7.9,2003,17,1,1
207,17,86,1,9,2004,20,1,4
175,11,87,1,4.1,2005,17,1,1
239,32,91,3,13.1,2006,21,2,3
191,26,72,3,17.5,2007,18,2,3
148,28,95,3,9.4,2008,20,1,2
201,6,87,4,7.8,2009,15,2,1
178,30,83,2,9.5,2010,20,2,2
228,40,92,3,9.3,2011,16,2,4
192,17,88,2,15.3,2012,17,2,3
102,31,87,1,11.5,2013,16,1,2
163,16,89,4,11.9,2014,16,1,1
154,5,90,3,4.7,2015,19,1,1
159,16,96,1,8.2,2016,21,1,1
194,31,94,3,11.2,2017,19,1,3
190,13,84,2,1,2018,19,1,1
101,8,69,2,12.1,2019,20,2,1
148,23,98,2,7.4,2020,15,1,2
130,16,79,3,11.3,2021,22,2,2
160,24,79,3,1.8,2022,15,2,3
247,28,72,3,8.8,2023,16,2,2
207,27,90,3,9,2024,16,1,2
157,14,85,2,10.9,2025,21,1,1
144,19,68,3,9.3,2026,16,2,1
195,13,90,3,3.6,2027,16,2,1
180,32,80,3,5.6,2028,18,1,4
268,22,100,3,8.8,2029,16,1,2
128,26,76,3,1.8,2030,21,2,1
191,19,81,2,5.3,2031,19,2,1
227,26,79,4,11.7,2032,16,2,4
157,14,95,1,17.2,2033,21,1,1
186,11,82,2,12,2034,20,2,1
120,0,74,3,8.5,2035,19,1,1
135,7,89,1,7.4,2036,19,2,1
185,18,72,1,2.9,2037,16,1,1
175,22,90,3,15.6,2038,16,2,2
112,24,97,1,12.9,2039,17,2,3
115,11,86,1,16.6,2040,19,2,1
239,17,94,4,16.1,2041,16,2,1
101,0,88,2,14,2042,20,2,1
175,24,100,4,8.1,2043,20,1,3
110,27,92,1,6.7,2044,16,2,3
216,35,91,3,14.4,2045,17,2,1
149,24,91,3,14.4,2046,18,2,2
189,27,77,1,18.9,2047,21,1,3
161,34,91,3,9,2048,19,2,4
161,22,74,3,13.9,2049,19,2,2
166,25,80,1,1.6,2050,22,2,2
193,18,56,3,7.7,2051,17,1,3
229,12,92,3,10.3,2052,22,1,1
227,18,82,2,12.7,2053,18,2,1
112,14,91,1,18.3,2054,15,1,1
106,14,84,2,17.7,2055,21,1,1
238,40,99,5,12.5,2056,20,1,2
178,21,74,2,13.5,2057,20,1,1
122,26,91,4,15.7,2058,22,1,3
187,17,100,2,7.9,2059,17,2,2
236,22,95,3,6.7,2060,16,2,2
132,4,89,3,12.8,2061,16,2,1
100,7,81,2,0.9,2062,21,2,1
121,20,76,2,19.5,2063,16,2,3
270,28,98,4,8.7,2064,15,2,1
178,28,70,4,11.1,2065,16,2,1
