JAMB_Score,Study_Hours_Per_Week,Attendance_Rate,Teacher_Quality,Distance_To_School,Age,Assignments_Completed
106,29,79,2,8.1,15,2
220,22,84,5,7.1,17,1
102,13,81,2,8.9,19,1
185,0,96,2,16.6,21,1
191,19,96,2,0,15,2
135,24,80,1,8,17,1
168,9,91,3,6.4,20,1
157,11,81,1,19.2,22,1
161,26,84,2,6.1,17,2
126,2,77,2,12.3,20,1
247,35,87,5,16,21,3
199,17,99,1,14.6,21,2
121,12,82,1,17,18,1
120,5,82,2,17.1,22,1
215,26,73,3,9.2,20,3
230,40,85,2,11.4,18,4
131,23,79,2,8.7,22,3
208,15,79,2,1.1,16,3
231,35,88,3,10,18,3
266,24,86,1,20,20,2
151,30,84,2,11.5,20,3
120,22,82,2,4.5,18,1
164,0,75,3,10.5,17,1
150,8,79,4,2.4,18,1
187,29,86,2,7.5,18,1
214,24,98,4,19,21,1
169,10,86,2,9.5,22,1
122,10,75,1,9,18,1
216,6,91,4,4,21,1
290,28,100,4,0,20,4
212,40,95,3,4.9,21,4
219,31,92,3,7.2,21,4
102,33,87,2,7.3,19,2
248,34,100,3,10,19,5
146,27,93,1,17.8,16,1
163,37,89,2,9.9,22,4
166,22,94,3,8.2,20,2
199,20,76,3,15.9,22,3
167,28,70,3,3.3,15,2
182,33,86,3,4.8,21,4
134,12,82,1,17.4,17,1
282,22,86,2,1.8,16,1
160,20,91,2,11.7,17,2
223,31,70,2,13.4,21,3
182,27,80,3,4.4,15,1
196,8,81,2,10,15,1
182,38,69,2,0.2,20,2
168,13,98,3,14.4,22,1
105,11,67,2,19.6,16,2
247,17,83,2,10.6,19,2
198,40,94,3,5.7,21,5
179,22,91,4,14.7,22,1
209,15,76,3,16.4,19,1
194,29,92,3,8.6,19,2
122,22,84,1,18,18,2
121,13,100,3,9,18,2
171,27,88,5,11.8,16,2
202,14,85,2,7.2,18,1
182,16,77,1,17,22,1
179,2,78,3,3.3,17,1
232,12,80,4,10.3,16,2
152,34,96,2,6.3,22,3
126,30,81,1,5.6,16,3
105,14,85,2,16.6,22,1
156,33,98,3,5.7,15,2
168,18,62,2,17.3,15,1
232,22,100,3,16.4,16,2
247,26,89,4,0,19,2
185,19,89,3,4.2,15,1
165,17,76,2,0,18,2
238,35,81,4,11.2,21,3
112,16,85,1,10.1,22,2
106,20,100,1,8,21,1
113,24,90,2,10.7,16,2
153,21,95,2,14,17,1
119,6,79,1,15.2,16,1
217,11,81,4,8.4,17,2
156,19,76,4,15.6,15,2
278,27,86,3,14.5,19,2
165,20,64,3,8.1,20,1
168,19,77,2,10.5,17,2
140,40,77,3,5.6,19,2
189,9,84,4,12,20,1
148,0,84,1,13.2,17,1
175,23,88,3,7.8,19,1
202,18,86,1,13.8,22,2
224,27,82,4,12.8,17,3
101,19,61,2,13.9,16,2
173,31,79,2,11.1,22,3
125,2,72,2,1.5,22,1
138,12,86,2,17.4,20,1
246,29,97,3,2.6,22,2
190,28,94,4,6,16,1
119,35,88,1,2.6,15,3
183,29,84,4,0,16,3
201,21,81,4,2.4,22,2
233,16,81,2,4.6,22,2
105,9,66,2,17.4,21,1
209,17,96,4,15.7,18,1
195,27,84,4,7.9,15,2
158,21,71,2,18.8,16,1
201,10,78,3,6.5,16,1
164,15,75,5,20,18,1
224,32,88,3,3.6,19,4
214,26,97,2,11.2,16,3
247,31,86,3,8.6,17,3
271,31,69,3,12.8,19,2
129,31,80,2,20,17,2
127,18,80,3,4.2,21,1
144,14,80,1,3.5,20,1
148,9,77,2,12.1,19,1
182,23,87,3,6.5,22,3
135,0,82,1,12.4,20,1
145,15,82,3,8.8,17,1
231,22,92,1,5.5,16,3
237,12,84,1,6.5,20,2
249,17,84,2,2.3,17,1
149,25,96,3,7.6,16,3
220,25,92,4,9.3,18,1
127,17,89,2,14.4,17,1
103,16,91,2,13.2,15,1
172,20,89,3,5.9,21,2
118,26,90,1,18.3,22,2
116,16,66,2,5,15,1
140,4,84,1,11.8,17,1
219,38,85,3,13.7,21,2
238,28,100,3,14.9,16,2
222,18,96,2,6,19,1
246,14,83,3,9.3,18,1
282,32,95,3,0.7,22,3
204,21,88,4,16.1,17,2
233,39,92,1,12.3,20,4
249,23,79,3,9.6,18,2
157,11,87,2,14,16,1
115,23,78,3,10.6,15,3
247,34,92,4,7.6,16,2
181,22,78,3,7.4,16,3
118,21,75,1,2.9,17,2
162,18,95,3,16.8,18,4
145,19,73,1,8.6,19,1
164,29,74,1,13.4,18,2
226,30,87,2,7.2,19,2
150,16,75,2,8,15,1
180,32,76,3,15,18,3
105,0,81,1,15.3,19,1
138,35,68,4,7.8,18,4
227,9,78,3,9.3,16,1
136,11,100,1,11.5,15,2
155,18,87,2,6.8,18,1
101,12,73,3,7,20,2
159,27,87,3,12.9,16,2
139,7,87,3,14.7,20,1
136,19,91,1,16.8,16,1
117,10,80,2,10.4,15,2
121,18,90,1,17.8,18,3
157,18,64,4,9.7,22,2
253,27,79,4,2.9,20,4
106,9,82,5,12.5,17,1
223,19,90,2,12.2,21,4
178,23,76,2,0,21,2
202,30,89,3,2,17,2
100,8,74,3,14.7,20,1
184,13,82,2,9.2,21,1
204,28,96,3,8,17,1
191,21,94,3,8.8,16,1
170,27,75,3,0.8,18,2
146,9,73,2,9.8,22,1
134,0,78,2,9.2,19,1
100,9,79,2,7.3,18,1
159,11,77,2,4.1,15,1
122,15,91,3,5.8,19,2
223,18,91,4,6.7,15,2
154,25,87,2,18.2,22,1
231,22,76,2,11.9,20,2
148,19,94,2,6.1,20,3
138,18,55,2,9.1,18,2
248,27,97,2,5,15,3
208,22,95,3,0,21,3
244,30,85,4,15.2,16,2
121,8,93,1,4.7,17,1
104,26,79,3,12.4,21,3
180,18,85,2,5.1,21,2
179,8,88,3,10.1,18,1
156,20,100,2,0,19,1
258,19,100,4,8.4,22,1
236,31,95,4,12.6,19,3
131,36,73,3,8.3,15,3
122,8,82,3,8.9,17,1
184,23,77,2,4.1,21,3
105,0,88,1,8.4,20,1
193,25,87,3,0,18,2
232,16,77,2,9.9,16,1
131,10,82,4,11,15,1
177,10,76,2,13,18,1
246,32,90,3,8.8,18,3
235,34,80,5,8.1,20,2
241,25,89,2,7.8,22,4
177,12,92,3,9.6,17,1
246,40,88,4,12.3,21,4
118,8,77,3,15.1,21,1
127,0,83,2,12.4,19,1
108,18,87,2,4.9,20,2
161,8,73,2,3.2,17,1
166,28,86,4,10.5,15,2
146,14,95,2,15.1,15,2
128,21,87,2,10.9,20,3
112,27,81,2,0,17,1
133,5,88,3,5.3,18,1
296,25,96,3,5.9,19,4
248,25,96,2,4.3,22,2
160,32,64,1,2.3,15,3
187,15,70,1,15.7,17,2
170,14,94,2,12,15,1
225,28,73,4,12.1,19,3
106,9,84,3,7.7,20,1
152,19,80,3,9.4,16,1
161,4,74,3,6.3,22,1
124,35,84,2,13.1,16,5
102,1,82,3,3.7,20,1
131,13,100,2,10.8,18,1
115,14,75,4,7.1,18,3
277,40,100,3,2.8,16,5
155,6,86,4,4.5,21,1
185,38,79,3,8,19,3
150,24,90,3,6.1,17,2
206,26,92,1,0.7,17,3
182,11,85,3,7.3,20,1
140,22,85,2,14.1,21,4
102,7,74,2,7.8,19,1
295,40,84,2,8.9,17,2
117,6,88,2,20,18,1
147,16,80,2,7.9,17,1
207,17,86,1,9,20,4
175,11,87,1,4.1,17,1
239,32,91,3,13.1,21,3
191,26,72,3,17.5,18,3
148,28,95,3,9.4,20,2
201,6,87,4,7.8,15,1
178,30,83,2,9.5,20,2
228,40,92,3,9.3,16,4
192,17,88,2,15.3,17,3
102,31,87,1,11.5,16,2
163,16,89,4,11.9,16,1
154,5,90,3,4.7,19,1
159,16,96,1,8.2,21,1
194,31,94,3,11.2,19,3
190,13,84,2,1,19,1
101,8,69,2,12.1,20,1
148,23,98,2,7.4,15,2
130,16,79,3,11.3,22,2
160,24,79,3,1.8,15,3
247,28,72,3,8.8,16,2
207,27,90,3,9,16,2
157,14,85,2,10.9,21,1
144,19,68,3,9.3,16,1
195,13,90,3,3.6,16,1
180,32,80,3,5.6,18,4
268,22,100,3,8.8,16,2
128,26,76,3,1.8,21,1
191,19,81,2,5.3,19,1
227,26,79,4,11.7,16,4
157,14,95,1,17.2,21,1
186,11,82,2,12,20,1
120,0,74,3,8.5,19,1
135,7,89,1,7.4,19,1
185,18,72,1,2.9,16,1
175,22,90,3,15.6,16,2
112,24,97,1,12.9,17,3
115,11,86,1,16.6,19,1
239,17,94,4,16.1,16,1
101,0,88,2,14,20,1
175,24,100,4,8.1,20,3
110,27,92,1,6.7,16,3
216,35,91,3,14.4,17,1
149,24,91,3,14.4,18,2
189,27,77,1,18.9,21,3
161,34,91,3,9,19,4
161,22,74,3,13.9,19,2
166,25,80,1,1.6,22,2
193,18,56,3,7.7,17,3
229,12,92,3,10.3,22,1
227,18,82,2,12.7,18,1
112,14,91,1,18.3,15,1
106,14,84,2,17.7,21,1
238,40,99,5,12.5,20,2
178,21,74,2,13.5,20,1
122,26,91,4,15.7,22,3
187,17,100,2,7.9,17,2
236,22,95,3,6.7,16,2
132,4,89,3,12.8,16,1
100,7,81,2,0.9,21,1
121,20,76,2,19.5,16,3
270,28,98,4,8.7,15,1
178,28,70,4,11.1,16,1
145,19,79,3,13.1,15,1
105,11,63,2,14.3,22,1
158,38,77,2,10.2,17,5
128,15,87,5,11.6,15,2
176,30,89,3,12,16,3
101,10,80,1,17.4,19,1
196,28,87,2,18,16,1
137,25,64,1,11.9,20,2
219,25,84,3,11.6,15,3
160,0,77,3,11.1,20,1
195,21,79,2,10.3,15,2
166,30,89,2,12.7,18,1
134,21,74,1,11.5,18,2
115,19,75,2,15,18,1
134,1,62,3,2.6,22,2
270,21,88,3,13,16,2
174,23,74,4,11.9,21,2
297,34,93,2,12.4,21,3
185,31,76,3,13.7,15,3
263,26,91,4,8.9,22,3
148,21,81,2,10.8,18,2
131,16,97,2,12.8,19,1
242,16,93,2,10.7,17,2
252,6,72,4,12.8,17,1
184,24,73,2,7.8,18,1
182,22,85,3,0,18,2
160,13,75,3,14.6,21,1
118,0,53,2,8.6,22,1
173,25,97,2,9.8,22,2
224,21,94,4,6,18,1
218,28,92,2,5.9,17,3
110,31,75,4,9.6,22,3
154,0,87,2,10.4,18,1
162,12,77,1,12.3,22,1
220,21,89,3,13.4,20,2
103,27,71,4,11.2,19,1
141,2,97,1,16.9,19,1
124,33,66,2,13.6,22,3
131,17,93,3,4.8,21,1
117,14,81,2,10.1,19,1
153,16,78,3,5.6,22,1
186,17,87,2,2.3,22,2
143,26,89,2,11.2,19,3
140,7,95,2,9.3,20,1
188,24,88,2,11.4,20,2
173,16,76,2,14.2,15,1
164,12,84,2,15,18,1
103,37,97,2,6.4,16,3
175,23,97,3,8.9,21,2
299,36,100,2,0,15,1
192,31,93,2,4.8,16,4
149,5,89,5,14,16,1
297,40,100,2,4.4,15,2
292,7,87,4,10.3,18,1
139,10,69,2,4.1,15,2
193,17,86,2,12.3,17,2
127,21,74,1,15.9,22,2
193,23,75,3,13.9,20,2
165,17,77,4,13.9,22,1
165,19,100,2,14.4,19,2
125,7,83,2,13.4,22,1
139,3,86,3,6,20,1
119,22,69,2,1.4,20,2
289,35,74,2,15.5,20,4
216,37,79,3,3.1,20,2
154,11,97,4,12.6,15,1
161,25,87,2,8.3,15,3
179,17,90,1,18.4,17,2
155,29,90,3,7.5,19,4
222,33,82,3,19.7,16,2
208,24,100,1,8,17,3
183,17,79,1,8.6,18,1
216,32,100,4,8.6,15,1
156,24,87,2,13.9,15,2
194,15,69,2,7,17,3
119,3,74,2,8.6,15,1
152,15,66,2,11.3,19,1
148,31,94,2,6.8,19,3
141,27,82,2,10.8,20,1
118,5,60,1,7.9,17,1
197,11,89,2,10.4,17,1
243,37,84,3,8.1,20,3
219,13,73,3,6.6,17,1
223,28,100,3,11.5,18,2
214,17,88,5,15.9,15,1
202,37,83,3,8.3,16,2
139,10,78,3,4.3,22,1
243,36,74,3,7.7,16,5
239,27,76,3,7.7,16,3
207,25,99,2,9.8,17,1
209,5,82,3,5.8,18,1
248,6,89,3,10.1,18,1
112,12,61,2,13,16,3
236,27,76,3,3.7,16,1
203,12,92,3,12.4,18,1
237,15,92,5,4.8,20,1
186,26,100,2,4.2,17,2
230,29,100,2,6.5,21,3
191,20,83,3,16.2,17,1
161,26,88,2,10,16,3
237,14,85,3,10.3,19,1
123,12,100,1,13.1,22,1
159,33,94,3,9.4,17,2
116,15,82,3,6.7,19,1
194,22,87,2,12.1,15,3
156,39,97,3,11.1,21,3
152,5,88,1,11.5,17,1
108,21,95,1,4.7,19,2
224,39,67,3,10.8,21,5
175,17,89,1,16.3,15,3
114,22,76,1,18.7,15,1
214,14,100,2,7.7,16,1
138,10,97,3,14.3,19,1
131,19,82,3,7,16,4
119,22,95,2,17.4,20,3
270,38,100,4,11.7,21,4
179,34,85,3,16.7,22,3
175,19,100,4,7.8,21,1
182,31,84,2,6.6,22,3
198,18,84,1,8,15,1
115,23,89,2,16.2,21,2
167,21,80,1,13.9,17,2
195,25,86,2,8.6,17,3
212,27,100,2,18.2,17,1
105,0,80,2,12,19,1
159,8,67,3,2.4,22,1
194,22,89,3,10.7,18,3
138,1,75,2,18,20,1
176,27,93,3,13.1,20,3
162,26,90,2,13.3,16,1
191,24,99,3,0,21,2
202,12,95,2,1.2,18,1
244,38,99,3,5.5,21,4
179,38,78,2,11.7,18,4
237,26,96,3,3.2,15,2
171,24,100,2,15.8,22,2
105,16,73,1,5.2,16,1
198,26,100,3,5,15,3
158,17,78,1,10.9,18,1
158,18,75,2,4.3,20,2
168,27,87,3,12.3,15,1
224,40,94,2,15.9,15,5
280,16,100,4,3.8,19,1
219,22,78,2,9.9,16,1
221,13,91,2,6.4,21,2
144,32,76,1,1,16,3
148,12,69,4,14,18,1
176,7,76,1,10.7,17,2
235,30,81,4,1.3,15,3
114,30,85,1,7.2,16,3
223,30,98,4,13,17,3
190,23,71,5,14.7,16,2
295,33,95,2,11.4,20,3
158,31,72,1,13.9,18,3
212,15,93,3,8.4,20,1
127,15,75,3,10.1,15,2
115,11,71,3,9.2,21,1
181,10,92,2,14.2,19,1
129,13,76,4,10.8,18,1
195,31,83,3,20,18,2
193,26,64,1,9,18,2
142,23,91,2,4.3,22,2
270,29,98,2,16.2,17,2
266,32,90,5,6.5,18,3
114,7,66,1,13.8,19,1
173,17,96,3,5.9,20,1
152,19,77,2,9.4,15,1
229,27,83,2,7.3,16,1
151,21,100,1,9.9,21,3
100,12,73,3,4,17,1
174,16,91,4,8.2,18,1
108,40,85,1,14.3,16,2
111,23,84,1,10.2,20,2
177,24,87,3,11.8,18,1
107,12,84,1,9.9,15,1
211,19,89,4,11.7,19,1
141,16,82,1,13.8,19,2
110,17,95,1,9.7,21,2
194,4,73,3,9.5,20,1
131,2,91,1,5,17,1
184,15,93,2,12,16,3
122,17,88,2,20,16,1
185,18,96,1,11.7,22,1
236,38,87,4,17.6,21,3
153,4,65,2,8.1,19,1
248,19,88,2,17.7,15,2
210,36,77,2,14.7,17,2
120,16,74,3,12.4,18,1
162,27,72,3,2.2,20,4
288,40,87,5,14.2,17,3
216,17,81,2,9.5,19,1
155,17,61,3,7.2,22,1
165,16,90,3,2.5,20,1
136,0,100,3,6.4,18,1
167,16,90,4,4.5,17,2
148,25,81,2,5.8,15,2
212,28,86,3,15.8,16,2
281,34,87,3,7,18,3
199,18,87,3,5.4,17,3
182,14,84,3,14.8,21,2
198,33,78,1,12.7,15,4
227,19,100,4,13.5,21,2
217,26,73,2,5.6,22,1
196,23,92,2,10.1,17,1
171,33,83,4,11.7,21,1
103,22,98,2,17.3,18,1
226,12,91,3,9.8,21,1
215,12,83,2,12.4,15,3
130,21,79,1,9.2,20,2
213,22,87,4,15.4,16,4
133,12,71,2,9.5,21,1
223,33,80,2,11.7,15,4
172,21,67,3,16.4,17,2
163,19,75,1,16.9,17,2
218,30,88,3,15.5,21,2
104,10,83,2,11.8,17,1
226,38,69,3,8.8,20,4
214,16,85,2,8.2,17,1
152,24,88,2,8.7,21,1
246,39,87,2,13.1,17,2
194,9,80,3,4.4,20,2
111,11,76,1,12.9,19,1
186,31,80,3,7.6,15,3
100,24,74,2,11.6,15,2
165,17,85,1,8.2,15,1
220,17,100,3,10.6,15,1
148,26,76,2,8.3,18,2
184,31,82,4,9.9,21,3
196,11,85,2,5.6,17,1
214,12,80,2,13.7,19,1
151,20,93,4,19.3,22,2
124,21,59,3,15.5,20,1
204,19,81,4,4.2,18,1
146,23,90,4,11.1,21,2
276,22,88,2,8.4,15,3
191,2,78,4,15.2,22,1
122,11,85,4,10.2,20,1
139,17,91,4,15.6,15,2
188,18,87,4,14.3,20,1
171,9,77,3,12.1,19,1
160,2,88,2,7.9,21,1
152,13,79,2,7.4,15,1
155,26,90,2,7.2,15,1
237,36,100,1,17.4,15,2
208,33,62,4,9.7,15,3
101,6,81,2,11.8,18,1
159,8,67,4,18,18,2
110,19,100,1,10.6,18,2
175,25,80,4,11.3,15,1
176,23,91,2,7.3,16,2
162,0,83,1,9.7,18,2
153,10,75,4,13,21,1
193,21,77,4,5,22,1
230,29,100,3,20,22,3
155,25,92,2,10.5,17,4
130,17,100,3,19.5,17,2
211,26,87,3,14.3,16,2
121,16,84,1,7.9,19,1
246,32,86,3,15.7,17,3
162,21,81,4,17.4,20,2
141,17,72,5,0,19,1
180,18,85,4,16.9,17,2
234,25,81,3,0.9,20,2
107,18,84,2,11.6,16,2
216,25,89,2,12.2,18,1
189,24,88,2,6.9,21,2
237,37,100,2,2.5,19,3
177,22,84,5,15.8,20,1
134,10,89,4,13,22,1
246,34,100,4,4.9,20,2
214,11,99,2,8.1,19,2
126,6,92,3,4.9,16,1
130,19,79,2,7.8,22,1
134,21,84,1,1.2,19,2
254,15,77,3,8.2,17,2
148,14,87,2,9.1,18,1
133,11,84,1,8.8,15,1
254,22,90,3,9.9,16,1
105,22,90,2,6.4,22,1
249,32,78,3,8,19,2
116,15,96,2,6.6,19,1
177,15,93,1,5.1,22,1
243,13,88,4,7.1,19,1
218,36,86,2,6.9,19,2
134,22,86,1,15.6,16,3
218,17,100,2,12.3,17,2
234,31,89,3,5,17,2
147,17,84,4,3,18,1
273,25,91,3,18.8,18,1
116,19,98,3,13.5,15,2
149,11,79,3,10.1,17,1
231,21,88,3,13.9,20,2
169,20,98,3,14.2,16,2
113,10,82,1,8.2,17,1
214,29,98,3,1.5,22,2
167,36,75,4,20,17,3
179,13,83,5,10.8,18,3
161,3,98,1,7.8,20,1
225,6,81,3,5.4,19,1
244,24,87,2,7.6,19,4
102,8,82,4,1.8,20,2
223,26,78,2,9.3,17,4
130,17,78,3,3.8,17,1
144,3,83,1,13.6,17,1
170,3,84,2,9.7,17,1
156,21,95,2,16.4,21,1
229,25,100,4,4.8,18,2
117,11,73,1,11.2,17,1
278,13,92,4,7,21,1
197,26,92,3,11.3,17,3
144,29,97,3,7.3,15,2
193,24,92,4,7.7,15,2
103,6,83,1,15.8,21,1
105,14,86,3,15.5,17,1
217,11,93,2,9.7,22,1
231,34,79,4,6,19,2
209,23,88,3,0.1,16,2
162,3,97,2,8.6,15,1
210,20,85,2,4.4,17,2
195,26,87,3,18,15,1
167,16,82,4,0,17,1
218,21,65,2,6.4,19,2
185,9,85,1,10.1,19,1
134,21,85,3,11.3,15,1
183,14,80,1,15.6,21,1
110,0,69,1,14.9,20,1
102,10,71,1,1,21,1
175,29,92,2,15,16,2
196,18,100,1,14.9,16,1
172,35,97,1,13.6,16,4
218,27,74,2,15.6,20,3
168,22,92,3,10,16,3
186,19,79,1,4.3,18,1
127,15,76,2,13.6,20,1
247,23,84,5,16.2,22,2
173,17,91,2,8.5,21,1
157,23,92,3,10.5,17,2
140,8,81,1,5.2,22,1
234,15,87,5,11.7,19,1
197,11,90,2,11.1,16,1
210,40,92,2,10.4,18,4
270,32,100,4,8.5,21,5
106,17,68,2,12.7,17,2
201,12,86,3,12.5,21,1
141,22,72,2,19.8,21,2
174,19,84,2,12.9,18,1
117,17,79,2,6.9,15,1
158,9,83,3,5.8,21,1
105,15,72,1,13.1,15,1
146,13,68,2,3.6,16,2
241,18,69,2,9.4,15,1
176,26,83,1,16.8,17,3
101,0,76,1,19.2,22,1
226,29,81,3,3.2,16,3
171,26,97,3,11.9,22,2
145,9,74,3,16.5,18,1
211,15,100,1,20,19,1
142,15,98,2,12.4,19,1
180,23,66,1,7.9,19,2
220,22,88,3,13.1,17,2
225,28,84,2,14.8,16,4
227,40,60,3,12.2,15,3
246,21,75,3,2.9,21,2
129,0,89,1,17.6,22,1
213,30,100,2,12.8,16,3
151,33,91,2,4,18,1
136,20,85,2,7.9,19,1
114,5,80,1,9.7,16,1
145,16,98,1,13.6,21,1
176,10,100,3,9.8,20,1
163,24,78,1,12.9,16,3
154,6,64,1,14.6,20,1
219,21,67,2,15,15,2
162,9,96,2,6.1,22,1
121,16,81,1,10.9,18,3
217,20,89,2,7.9,19,1
235,26,71,3,8.6,15,2
118,15,74,1,8.3,22,2
112,5,78,2,12,19,1
228,30,90,2,11.9,15,3
151,17,79,3,14.4,15,2
135,7,72,3,17.6,19,1
218,40,80,4,15.2,18,3
178,24,96,4,11.8,17,2
108,13,82,3,18.9,17,1
149,30,89,3,17.3,22,2
119,32,72,2,5.3,16,4
174,18,56,2,8.8,16,2
157,21,78,2,12.5,21,1
293,21,84,3,0,18,1
241,24,92,4,17.7,17,4
194,19,100,2,4.8,16,2
118,17,87,2,11.2,17,1
230,27,100,2,5.4,17,1
156,23,89,3,9.6,17,3
130,18,76,2,20,16,4
152,7,86,2,9.7,16,1
158,10,100,2,8.4,18,1
101,9,97,3,20,15,1
187,18,80,2,0,16,1
115,24,83,2,9,19,2
138,6,68,3,6.9,21,1
187,17,93,2,15.8,15,2
184,29,100,4,6.3,22,3
125,13,82,1,4.9,17,1
111,19,74,2,9.4,18,1
282,27,94,2,8.9,19,4
195,24,90,2,14.3,21,1
191,19,86,1,10.9,20,1
170,25,86,3,12.6,19,3
223,10,86,4,6.5,15,1
118,12,90,3,14.9,21,1
239,28,95,3,6.4,21,2
210,27,77,2,13.9,18,3
111,28,71,1,12,20,1
226,20,85,4,6.3,15,2
165,32,91,4,13.7,20,1
101,8,81,2,7.4,16,2
129,28,75,2,7.6,20,2
127,23,84,3,11.9,17,2
109,6,77,1,4.7,20,1
139,19,90,2,10,18,1
141,16,85,4,4.7,16,1
215,29,84,2,0.4,17,2
219,21,89,4,10.7,17,1
126,13,94,3,7.2,16,2
133,29,76,2,13.7,18,4
224,23,91,2,14.7,19,2
139,24,81,2,11.4,15,1
225,22,92,3,16.4,18,2
281,40,85,2,13.6,21,4
147,11,84,2,7.3,20,1
251,20,100,3,11.8,19,1
135,30,73,3,6.8,19,2
226,20,75,1,7.9,20,3
156,33,71,4,0.7,19,4
128,24,70,4,7.8,15,1
127,14,87,3,4.8,21,1
238,8,75,2,7.2,15,1
109,14,77,2,9.1,15,1
117,16,87,2,4.6,21,1
233,35,92,3,5.9,19,3
175,34,81,3,8.9,21,4
205,16,88,3,8.6,16,1
135,24,83,2,7.7,15,3
179,27,82,3,13.4,19,2
155,28,81,2,13.8,18,3
132,21,100,2,3.2,22,4
119,0,89,2,1,22,1
166,18,100,4,14.8,21,1
244,15,84,4,12.7,19,2
204,20,85,3,3.8,15,1
177,29,72,4,7.2,22,3
177,23,77,3,6.5,21,3
115,25,99,2,6,22,1
186,24,80,1,11.1,15,3
170,7,100,2,8.3,21,1
214,0,75,2,8.3,22,1
240,26,78,2,13.7,15,2
143,15,79,1,8.7,22,2
126,7,81,3,4.2,16,1
177,4,93,3,11.7,17,1
232,18,92,2,8.6,20,1
284,27,87,2,7.7,20,2
182,26,84,4,11.4,21,2
222,25,84,2,6,16,3
112,29,72,2,14.1,18,2
134,7,73,2,3.6,15,1
128,24,91,3,7.3,17,2
224,24,70,2,14.2,18,3
165,25,99,3,1.4,19,2
190,17,82,3,9,20,2
200,31,79,3,13.4,17,2
186,23,92,3,4.2,16,1
238,19,100,3,6.8,15,2
187,21,96,5,18.9,17,1
153,16,88,5,12.9,18,2
198,26,96,2,8.3,16,3
166,8,68,1,20,18,1
157,18,78,3,9.7,22,1
100,17,71,2,10,18,3
128,16,93,3,16.5,21,2
107,26,76,2,9.3,20,3
150,25,91,2,10.2,22,4
159,18,88,3,16.2,15,1
226,26,79,4,4.7,17,3
219,26,82,1,5.2,22,2
172,23,96,2,11.5,18,3
118,0,73,2,11.6,16,1
144,14,84,2,6.6,18,1
112,1,73,2,11.7,18,1
271,39,87,4,18.8,22,2
152,17,82,3,7.7,16,1
142,15,75,4,14.5,22,1
207,30,77,3,11.6,19,2
125,19,84,1,3.1,21,1
176,10,76,2,10.6,18,2
119,14,73,2,10.6,16,1
138,14,73,3,7.8,15,2
178,4,84,3,7.4,17,1
177,14,93,4,14.7,16,1
241,23,100,2,9.6,16,1
137,15,75,3,10.2,21,1
118,1,100,4,9.2,17,1
145,28,73,2,8.8,16,1
141,16,92,2,0,19,3
234,25,81,2,15.4,15,3
158,22,75,2,5.1,19,1
246,18,82,2,3.2,21,1
110,18,80,3,8.2,18,1
167,16,89,3,13.4,20,1
225,16,94,2,0.9,15,1
111,20,71,3,20,18,1
136,30,73,2,13.9,17,2
273,34,82,4,2.9,16,3
112,23,79,1,12.5,22,3
153,13,81,3,2.1,16,1
103,0,71,3,18.5,21,1
148,31,85,2,16,21,2
110,33,100,1,13.4,15,2
186,35,80,3,7.7,20,4
127,13,77,3,11.6,20,1
156,8,88,3,12.7,22,1
153,8,78,2,3,16,1
196,6,92,1,2,16,1
177,19,78,2,12.1,18,2
227,39,100,2,18.2,19,4
179,19,88,3,20,16,1
228,27,82,3,8.2,18,1
188,33,80,2,6.5,21,3
146,14,78,3,10,19,1
137,35,95,2,10.7,22,4
188,39,73,3,13.9,16,2
121,14,75,1,7.2,15,2
248,20,84,1,0.6,15,1
209,29,86,1,20,15,3
247,22,86,2,9.6,17,1
190,10,71,3,14.8,22,1
100,25,76,1,18.4,15,2
233,35,87,4,15.1,16,4
253,28,83,3,7.2,16,3
225,12,94,4,7.4,20,1
206,11,95,2,2.2,15,1
172,20,83,3,10,20,1
207,18,89,3,18.6,15,2
182,17,64,3,11.1,18,1
142,26,78,2,17.4,19,2
177,26,94,3,16.1,15,1
227,36,84,4,6.4,18,4
115,6,74,2,9.6,16,1
158,15,100,3,7.2,15,1
136,23,99,1,12.2,18,4
247,30,93,4,5.2,21,3
147,31,93,4,12.4,18,2
103,17,59,1,5,21,2
221,40,80,3,7.7,22,3
111,19,76,3,11.7,19,3
117,24,78,2,9.5,16,1
170,16,79,3,10.1,19,1
157,18,59,2,2,19,1
189,29,89,2,8.6,21,2
205,37,91,3,9.7,20,5
123,22,96,2,11.8,20,2
117,14,73,1,6.3,19,1
129,28,73,2,6.9,22,3
132,0,56,4,11.8,22,1
211,10,84,2,15.5,16,1
126,22,90,1,15.1,15,1
120,15,75,2,11.5,19,1
278,34,100,2,2,17,3
214,23,84,1,10.8,16,1
143,22,84,2,13.4,18,1
202,15,73,2,18.7,18,3
217,28,90,2,1.8,16,2
136,25,63,2,7.5,21,1
158,29,90,1,6.1,18,1
210,40,93,1,4.7,16,2
181,22,98,3,10.8,15,4
233,27,78,1,8.9,20,1
121,1,82,1,2.9,20,1
205,17,92,1,8.7,16,1
156,16,87,2,7.2,15,3
265,37,82,3,4.6,16,3
138,11,59,2,7.1,19,1
191,28,89,5,10.5,22,4
298,30,91,4,8.8,17,3
144,15,77,1,6.3,15,1
168,21,91,1,6.1,17,2
141,13,82,5,4.4,21,1
209,19,74,4,6.8,18,2
114,0,62,3,7.6,15,1
102,11,69,2,13,18,1
227,20,100,3,12.4,19,2
